text,label
"গ্রামে মানুষজন তাদের জমি ফেলে চলে যাচ্ছে, এটা খুব বিরক্তিকর!",No
"মায়ের সাথে আমার সম্পর্ক একটু তিক্ত হয়েছে, মনটা খুব ভারী লাগছে!",No
"আজকের ভ্রমণটা খুবই সুন্দর ছিল, নতুন জায়গা ঘুরে এসে অনেক কিছু শিখলাম! তোমার সাথে সময় কাটানো মানে সুখী মুহূর্তে ডুবে যাওয়া! আজকের পরিশ্রমের ফলস্বরূপ অনেক ভালো কিছু পেয়েছি!",No
আমার শরীর ব্যথা অনেক এবং অনেক জ্বর শরীরে,Yes
আমার খালা হঠাৎ করে হাত পা নাড়াতে পারছে না একদম অবশ হয়ে গেছে,Yes
আমার মুখ শুকিয়ে আসে আর পানির পিপাসা লাগে অনেক বেশি।,Yes
আজকের বইমেলায় অনেক মজা হলো | নতুন অনেক বই কিনেছি,No
আমার ঘাড় ব্যথা করে আরহঠাৎ করে প্রেসার বেড়ে যায়,Yes
আমি ধুলায় গেলেই চোখ খুব চুল্কায় আর লাল হয়ে যায়,Yes
আমার মাঝে মাঝেই বমি হয় আর অনেক মাথা ব্যথা করে সাথে মাথা ঘোরায়,Yes
আমার মা দাঁতে জোর পাচ্ছে না,Yes
"যতই চেষ্টা করি, কিছুই হয় না",No
আজকের দিনটা আমার জন্য খুবই আনন্দদায়ক। সবকিছু যেন ঠিকঠাক হয়ে যাচ্ছে।,No
আজ আমি অনেক ক্ষুব্ধ বোধ করছি।,No
"কান্না আসে, কিন্তু কাঁদতে পারি না মনটা শুকিয়ে গেছে।",No
আমার হাত ভেঙ্গে গিয়েছে,Yes
শহরে ফিরে এসে সেই পুরনো কফি শপে গিয়ে এক কাপ কফি খেতে পেয়ে খুব ভালো লাগলো!,No
আজকের এই ঘটনায় আমি খুবই রেগে গেছি 😤,No
"আজ আমি অনেক নতুন কিছু শিখলাম, তা সত্যিই আনন্দদায়ক! তোমার ভালোবাসা আমাকে উজ্জীবিত করেছে, সব কিছুই ভালো লাগে! আজকের দিনটা অনেক সাফল্যময় ছিল!",No
আমি দাঁতে জোর পাচ্ছি না,Yes
আমি ধুলায় গেলে আমার স্কিন অনেক চুল্কায় আর ফুলে লাল হয়ে যায়। ,Yes
"আমার অনেক ঘাড়ে ব্যথা, ঠিকমত ঘুম হয় না। চোখে রক্ত জমাট বাধার মত দাগ পরে যায়।",Yes
ফুটবল ম্যাচে আমাদের দল হারতে দেখে খুব মন খারাপ লাগলো!,No
আজ স্কুলে আমাদের ক্লাসের প্রিয় শিক্ষিকার সাথে অনেক মজা করেছি!,No
আমার চাচা প্রায় ১ সপ্তাহ ধরে একবারো প্রস্রাব করে না। এমনকি প্রস্রাবের চাপও নাকি আসে নি,Yes
আমার মুখে প্রায়ই ঘা এর মত হয় আর পুঁজ জমে আর রক্তও পরে,Yes
"পরিবারে সব কিছু যেভাবে হচ্ছে তা ভালো লাগছে না, আমি খুব রেগে আছি!",No
"গ্রামের মানুষগুলো এখন একে অপরকে সাহায্য করছে না, আমি খুব রেগে গেছি!",No
"আমার অনেক গলা ব্যথা, সর্দি আর কাশি",Yes
অতীতের স্মৃতিগুলো এখনো ভুলে যেতে পারছি না আবার সেই দিনগুলো ফিরে আসবে কি?,No
আমার মুখে অনেক ব্রণ হয় আর দাগ পরে যায়,Yes
"আমার অনেক গলা ব্যথা, সর্দি আর কাশি",Yes
আমার মাড়ি ফুলে গেছে আর অনেক ব্যথা করছে,Yes
"আজ বাজারে গিয়ে বিরক্তিকর অবস্থা দেখলাম, সব কিছুই যেন পুরো এলোমেলো!",No
"আমার ছেলের মাসেলে অনেক ব্যথা করে, ঘুম ঠিকমত হয় না। অনেক ক্লান্ত লাগে",Yes
এই পরিস্থিতি আমাকে খুবই বিরক্ত করেছে।,No
আজকের দিনটা আমার জন্য খুবই অসহনীয়। কোনো কিছুই ঠিকঠাক হচ্ছে না।,No
এই অন্যায় আমি সহ্য করবো না!,No
আমার আম্মুর চোখে লাল দলার মত জমে গেছে। ,Yes
তোমার সাথে কাটানো সময়টি খুব মজাদার ছিল 😁,No
আমার ছেলের সারা শরীর অনেক ব্যথা করে আর একেক সময় একেক জায়গায় ব্যথা করে। ,Yes
চিঠির মধ্যে এমন কিছু লেখা ছিল যা আমার মনের গভীরে একটি খোঁচা দিয়ে গেল!,No
"আজ সবাই একে অপরকে বোঝেনি, খুব দুঃখিত লাগছে!",No
"স্কুলে আজ কিছু বন্ধুদের সাথে সম্পর্ক খারাপ হয়েছে, মনটা খুব ভারী!",No
"আমার মেয়ের থুতনির নিচে দুই পাশে অনেক ব্যথা করছে। ঠিকমত খেয়ে পারছে না। হা করতে পারছে না, কিছু চাপাতে গেলে ব্যথা পাচ্ছে। আর বাম পাশ ফুলে গেছে।",Yes
"আমি বারবার বলেছি এটা করো না, কিন্তু তবুও করেছ!",No
আমি সাধারণ বিষয় নিয়ে অনেক টেনশন করি।,Yes
আমার মনটা আজ খুবই বিমর্ষ।,No
আমার মুখে ঘা এর মত হয়েছে আর পুঁজ বের হয়,Yes
আমার মায়ের পিরিয়ড হলে রক্ত পড়া বন্ধ হতে চায় না,Yes
আমার আস্তে আস্তে ওজন কমে যাচ্ছে আর বমি ভাব আর বমি হয়। দূর্বল লাগে।,Yes
আমার মায়ের পিরিয়ডের সময় বড় দলা যুক্ত রক্তের চাক বের হতো।,Yes
আজকে সবকিছুই বিরক্তিকর 😡,No
আজ আমি খুবই খুশি। সবকিছু ঠিকঠাক চলছে।,No
আমি রাতের বেলায় চোখে কম দেখি।,Yes
আমার বাম চোখ একদম লাল হয়ে আছে আর অস্বস্তি লাগছে,Yes
আজ আমি অনেক বিরক্ত বোধ করছি।,No
"আজ স্কুলে নতুন বন্ধু বানালাম, পুরো দিনটা আনন্দে কাটালাম!",No
আজকের ম্যাচে দলের দায়িত্ববোধের অভাব দেখে আমি খুব রেগে গেছি!,No
"বাজারে গিয়ে দামে কমতি না থাকলেও, কেনাকাটা করা যেন একটা যুদ্ধ!",No
"আজকের ম্যাচে আমাদের দলের প্রতিটি সদস্য ভালো পারফরম্যান্স দেখিয়েছে, আমরা সবাই গর্বিত!",No
আমি কোনো কিছু চাবাতে গেলে দাঁতে অনেক ব্যথা পাই আর শক্ত কিছু চাবাতে গেলে দাঁত ভেঙ্গে যায়,Yes
"আমার মেয়ের বাম পাশের মাড়ি আর গাল ফুলে গিয়েছে আর অনেক ব্যথা পাচ্ছে, কিচ্ছু খেতে চাচ্ছে না",Yes
"আজকের ক্রিকেট ম্যাচে আমাদের দল যতটা শক্তিশালী ছিল, ঠিক ততটাই আনন্দজনক!",No
আমি সিঁড়ি থেকে পরে পায়ে অনেক ব্যথা পাই। হাঁটতে পারছি না একদমই,Yes
আমার চোখ খুব ব্যথা করে,Yes
"আজকে গ্রামের মেঠো পথে হাঁটতে হাঁটতে কত সুখের অনুভূতি পাচ্ছি, এই পরিবেশে সব কিছু খুব সুন্দর লাগছে! বাতাসে মিষ্টি গন্ধ, পাখিদের গান, সব কিছু মিলিয়ে এক অনন্য অভিজ্ঞতা হচ্ছে। গ্রামে এসে মনে হচ্ছে, সব কিছু ঠিকঠাকই আছে!",No
ক্রিকেট ম্যাচে দলের ভালো পারফরম্যান্স দেখে মনটা খুব ভালো হয়ে গেলো!,No
"আজকের ম্যাচে আমাদের দলের জয়ের ফলে সত্যিই খুব আনন্দিত, পুরো স্টেডিয়াম উল্লাসিত!",No
"স্কুলে আজ অনেক নতুন কিছু শিখলাম, মনটা খুব ভালো লাগছে!",No
আমার নাতনির ঠিকমত পিরিয়ড হচ্ছে না। আর অনেক সাদা স্রাব বের হয়,Yes
আমার দাঁত ভেঙ্গে যাচ্ছে,Yes
আমি একটা নতুন জায়গায় ভ্রমণ করছি | খুব মজা পাচ্ছি।,No
"এই সমস্যাটা নিয়ে তো আর কোনো সমাধান আসবে না! মনে হচ্ছে আমার প্রতিটি প্রচেষ্টা ব্যর্থ হচ্ছে। আর আমি কখনোই কিছু পারব না, সব কিছুই এমনটাই।",No
"বাজারে গিয়ে কিছু ভালো ফল পেলাম না, সব ফল দেখেই মনে হলো তাজা না, এটা দেখে খুব মন খারাপ লাগলো।",No
আমার প্রায়ই প্রচুর বুকে ব্যথা করে,Yes
"আজ বাবা-মা রেগে গিয়েছিলেন, মনটা বেশ ভারী লাগছে!",No
স্বপ্ন দেখা বন্ধ করে দিয়েছি | বাস্তবটা এতোটা কঠিন। | আমি হতাশ হয়ে পড়েছি।,No
আমার মনটা আজ খুবই অশান্ত। কিছুই ভালো লাগছে না।,No
আজকের ঘটনায় আমি সত্যিই রেগে গেছি 😡,No
আমার দাদার বুকে অনেক ব্যথা করে শ্বাস নিতে কষ্ট হয়। দাদার ওপেন হার্ট সার্জারি হয়েছিলো গত ২ বছর আগে। কিন্তু এখনো ব্যথা কমছে না।,Yes
এই খবরটি আমার দিনটা ভালো করে দিয়েছে।,No
আজকের দিনটি সত্যিই সুখময়।,No
"আমার বাবার মাজা, হাতের কনুই আর পায়ের হাঁটুতে প্রচন্ড ব্যথা করে",Yes
"আমরা সবাই একে অপরকে অসম্মান করেছি, আমি খুব রাগিত!",No
"চিঠি পড়তে গিয়ে মনে হলো, এটি আমাকে ব্যর্থ করতে চায়, আমি খুব রেগে গেছি!",No
আমি রাতের বেলায় চোখে কম দেখি,Yes
"আজ বাজারে গিয়ে জানলাম দাম এতটা বাড়ছে, এটা খুবই অস্বাভাবিক!",No
"আজকের মিউজিক ফেস্টিভালে এত সুন্দর পরিবেশন ছিল, সবাই খুব আনন্দিত ছিল!",No
আমার মেয়ের মুখে অনেক ব্রণ উঠেছে আর অনেক দাগ পরে গিয়েছে,Yes
আমার মেয়ের নিপলে লাল গোটার মত বের হয়েছে আর চুল্কায়,Yes
আমার প্রায় চার দিন ধরে অনেক কান ব্যথা।,Yes
"তুমি আমার জীবনে সুখের একমাত্র কারণ। যখনই তুমি আমার পাশে থাকো, আমার হৃদয় এক অপার আনন্দে পূর্ণ হয়ে যায়। তোমার হাসি, তোমার মনোভাব, তোমার স্নেহ—এসব আমাকে অসীম সুখে ডুবিয়ে রাখে। আমি খুব ধন্য, কারণ তুমি আমার জীবনে আছো।",No
"আজকের দিনটা একদম উন্মাদনা হয়ে গেছে, মনে হচ্ছে কিছুই সঠিকভাবে হচ্ছে না। আমি রেগে গেছি, কেউই বুঝতে চায় না।",No
জলবায়ু পরিবর্তন হচ্ছে | খুব রাগ হচ্ছে। | আমাদের ভবিষ্যত বিপন্ন হচ্ছে।,No
"আজকের কনসার্টে আমি কিছুই উপভোগ করতে পারিনি, মনটা খারাপ হয়ে গেছে!",No
এই মুহূর্তটি আমি পুরোপুরি উপভোগ করছি।,No
আমার দাদুর হাঁপানি আছে আর সিঁড়ি বেয়ে উঠলেই শ্বাস কষ্ট হয় অনেক,Yes
আমার চোখ অনেক ব্যথা করছে আর একটু পর পর পানি পরছে,Yes
"বাজারের দোকানদারের আচরণ খুব বাজে ছিল, তারা কোনো সাহায্যই করতে চায়নি, এটা দেখে আমার খুব রাগ হলো!",No
আমার বোনের কয়েকদিন ধরে চোখ আর মাথা ব্যথা,Yes
আমার কানে অনেক ব্যথা করছে আর পুঁজের মত সাদা পানিয় বের হচ্ছে,Yes
আজ আমি অনেক রাগ অনুভব করছি। আমার সব পরিকল্পনা ভেঙে গেছে।,No
বন্ধু আমার সাথে ঝগড়া করেছে | খুব রাগ হচ্ছে। | আমাদের বন্ধুত্ব ভেঙে যাবে কি? ,No
আমার মেয়ে চোখে ঠিকমত দেখতে পারে না,Yes
আমার দাদার চোখে ছানি পরেছে। ঠিকমত দেখতে পারে না,Yes
আজকের ম্যাচে আমাদের পরাজয় দেখে সত্যিই খুব দুঃখিত লাগলো!,No
আমার মামির একটি কিডনি অপারেশন করে ফেলে দেওয়া হয়েছিলো। কিন্তু মামির আরেকটি কিডনিও ভালো অবস্থায় নেই। এখন কোন ডাক্তার দেখানো যায়?,Yes
আজকের ম্যাচে আমাদের দলের ভালো খেলা না দেখে আমি খুব রাগান্বিত!,No
আমার স্বপ্ন আজ সত্যি হয়েছে | এটা আমার জীবনের সেরা দিন,No
আমার শরীরের কোনো অংশে কেটে গেলে সহজে রক্তক্ষরণ বন্ধ হয় না,Yes
আমার পরিকল্পনা ব্যর্থ হয়েছে | খুব রাগ হচ্ছে। | আমার সব পরিশ্রম নষ্ট হয়ে গেল।,No
প্রকৃতি ধ্বংস হচ্ছে | খুব রাগ হচ্ছে। | আমাদের ভবিষ্যত বিপন্ন হচ্ছে।,No
আমার মেয়ে বুকের দুধ খাওয়ার সময় নাকে মুখে উঠে যায় এরপর ওর শ্বাস বন্ধ হয়ে আসছে মনে হচ্ছে,Yes
আমার পা ফুলে যায় আর অনেক ব্যথা করে।,Yes
তুমি আমাকে ভালোবাসো | আমিও তোমাকে ভালোবাসি। | আমাদের ভালোবাসা সত্য।,No
আমার দাঁতে কালো দাগ পরে যাচ্ছে আর মুখ থেকে দুর্গন্ধ বের হয়,Yes
আমি মাথা ব্যথার যন্ত্রণায় দৈনন্দিন কাজগুলো ঠিকমত করতে পারি না,Yes
আমার ছেলের কান তিন ধরে অনেক ব্যথা ছিলো আর আজকে কান থেকে সাদা পানির মত বের হচ্ছে।,Yes
আমার পেট অনেক মোচড় দিয়ে উঠে আর অনেক পাতলা পায়খানা হচ্ছে।,Yes
আমার স্তনের চারপাশে শক্ত চাকার মত হয়ে আছে,Yes
"আমার ছেলে দূরের জিনিস ঠিকমত দেখতে পারে না, ঝাপ্সা দেখে",Yes
ভবিষ্যতের সুযোগগুলো নিয়ে আমি উচ্ছ্বসিত।,No
আজকের দিনটা আমার জন্য খুবই সফল। সব কাজ শেষ করে ফেলেছি।,No
পিরিয়ড হলে আমার মেয়ের অনেক পেট ব্যথা করে। সাথে বমিও করে। মাঝে মাঝে অজ্ঞ্যান হয়ে যায়,Yes
আজকের ফুটবল ম্যাচটা খুব উত্তেজনাপূর্ণ ছিল | আমি খুব আনন্দিত,No
আমার মাথা ঘোরায় আর বমির ভাব হয় আর আমি বেশিক্ষন দাঁড়িয়ে থাকতে পারি না,Yes
"আজ সকালে আমার প্রিয় খাবারটা খেয়েছি, সত্যিই দারুণ স্বাদ ছিল! তুমি যখন আমাকে হাসাও, তখন সব কিছুই ভালো লাগে! আজকের দিনের সমস্ত কাজ অনেক আনন্দের সাথে শেষ করেছি!",No
"আমার হাতের কনুই, পায়ে চুল্কায় আর জায়গাটা সাদা কালো দাগ হয়ে গিয়েছে।",Yes
"এই কমেডি শো দেখে সত্যিই মজা পেয়েছি, হাসতে হাসতে চোখে পানি চলে এসেছে!",No
আমার রঙ চিনতে অসুবিধা হয়।,Yes
আমার বোনের স্তনে টিউমার হয়েছে আর অনেক ব্যথা করে,Yes
আমার ছেলের অনেক মাথা ব্যথা করে,Yes
দাঁত চেপে ধরে হঠাত করে মেঝেতে শুয়ে পরে শরীর কাঁপতে কাঁপতে ,Yes
আমার দাঁত শিরশির করে। ঠান্ডা বা গরম কিছু খেতে পারি না। অনেক অস্বস্তি লাগে।,Yes
স্বপ্ন ভেঙে গেছে আশাটাও মরে গেছে।,No
"আজকের অনুষ্ঠানটি তেমন ভালো ছিল না, মনটা খারাপ হয়ে গেছে!",No
"আজকের খাবারটা খুবই সুস্বাদু ছিল, সবাই প্রশংসা করেছে! তোমার কথা শুনে দিনটা একদম সুন্দর হয়ে উঠেছে! আজকের সন্ধ্যা কাটল অনেক ভালোভাবে!",No
আমি দূরের জিনিস দেখতে পারি না। দূর থেকে লিখা সব ঝাপ্সা দেখি।,Yes
আমার আব্বুর বুকে অনেক ব্যথা করে আর তখন শ্বাস নিতে কষ্ট হয়,Yes
"আজ বাজারে গিয়ে অনেক কিছু কিনলাম, কিন্তু দাম বেশি হওয়ার কারণে কিছু কিনতে পারলাম না, এটা খুব দুঃখজনক।",No
"শহরের দোকানগুলো বন্ধ হয়ে যাচ্ছে, এটা দেখে মন খারাপ হয়ে গেল!",No
আমার আম্মুর স্তনে গোলাকার চাকার মত দলা জমেছে আর এগুলো অনেক ব্যথা করে,Yes
আমার গলা অনেক ব্যথা করছে আর কিছু খেতে গেলে গলায় কিছু বাধছে এমন মনে হচ্ছে আর ব্যথাও করে অনেক,Yes
আমার ফুফুর থায়রয়েডের সমস্যা ধরা পরেছে কিন্তু এটার কি চিকিৎসা করাবে ঠিক বুঝতে পারছে না,Yes
ঠান্ডা বা গরম কিছু খেতে গেলে আমার দাঁত অনেক শিরশির করে ,Yes
আমার মেয়ের চোখের মনির পাশে তৈলাক্ত হয়ে থাকে আর লাল রেখার মত উঠে আর চোখ অনেক চুল্কায়,Yes
"গ্রামে অনেক কিছু সঠিকভাবে দেখাশোনা হচ্ছে না, আমি সত্যিই রেগে গেছি!",No
আজ আমি অনেক কষ্ট পাচ্ছি।,No
"গ্রামে এত সব ধ্বংসস্তুপ পড়ে রয়েছে, আমি সত্যিই রেগে গেছি!",No
আমার অনেক ঠান্ডা লেগেছে সর্দি বের হচ্ছে আর তার সাথে রক্তও পরছে,Yes
আমার হঠাৎ করে মাথা অনেক যন্ত্রণা করতে শুরু করে আর তখন আমার অনেক বমি হয়,Yes
আমার মেয়ের চোখের নিচে অনেক কালো দাগ পরেছে আর মুখ অনেক খশখশে হয়ে থাকে,Yes
আমার খাবার চাবিয়ে খেতে গেলে গলা অনেক ব্যথা করে।,Yes
"তুমি যখন আমাকে বিশ্বাসঘাতকতা করো, তখন আমি ভাবি, তুমি কখনো আমাকে সত্যিই ভালোবাসনি। আমি যতবার তোমার প্রতি আস্থা রেখেছি, তুমি সেই আস্থা ভেঙেছ। আর এখন আমি বুঝতে পারছি, আমি কেবল তোমার ব্যবহারের শিকার হয়ে গেছি।",No
কালকে থেকে বুকে চিন চিন ব্যথা অনুভব করছি ,Yes
"আজ ঐতিহাসিক দুর্গ দেখলাম, তবে তার প্রাচীন গঠন হারিয়ে গেছে, মন খারাপ!",No
আজকের দিনটি আনন্দের।,No
আমার দাদু সিঁড়ি বেয়ে উঠতে গেলে হাঁটুতে ব্যথা পায়,Yes
আজকের চিঠি ছিল এমন একটি সংবাদ যা আমার হৃদয়কে দুঃখিত করেছে!,No
"আজ স্কুলে সবাই একসাথে একটি আউটডোর ট্রিপে গিয়েছিলাম, খুব ভালো সময় কাটলো!",No
"আজ রাতে পরিবারের সঙ্গে একসাথে খেতে পারলাম না, মনটা খালি লাগছে!",No
"আমার শরীর অনেক ব্যথা করে ঠিকমত নরমাল কাজও করতে পারি না, দুর্বল লাগে",Yes
"আজকের ম্যাচে আমাদের দলের সমন্বয় ছিল একেবারে নিখুঁত, পুরো দল দারুণ খেলেছে!",No
আমার বোনের সারা শরীরে কালো দাগ পরে যাচ্ছে,Yes
আমার মেয়ে রাতে ঠিকমত দেখতে পারে না,Yes
"আজকের ম্যাচে হারানোর পর মনে হলো কিছু একটা অনুপস্থিত ছিল, খুব খারাপ লাগলো!",No
আমি একটি ভালো বই পড়ছি | খুব শান্তি পাচ্ছি। | বইয়ের জগতে হারিয়ে গেছি।,No
"ক্রিকেট ম্যাচে হারার পর মনে হলো, সবাই হতাশ হয়ে পড়েছে!",No
আমার প্রস্রাবের রঙ অনেকটা লালচে আর অনেক গন্ধ হয়।,Yes
"আজ আমাদের বাড়িতে ঝগড়া হয়েছে, খুব মন খারাপ লাগছে!",No
আমার ছেলের অনেক বুকে ব্যথা হয় কাশি দেওয়ার সময় বুকে অনেক ব্যথা করে,Yes
আমি বেশিক্ষন দাঁড়িয়ে থাকতে পারি না।,Yes
"নদীর তীরে বসে থাকার সময় পুরো পরিবেশ এত সুন্দর ছিল, আমি খুব ভালো অনুভব করলাম!",No
আমার বোনের ২ মাস ধরে কণ্ঠ বদলে যাচ্ছে অনেক কর্কশ হয়ে যাচ্ছে। ,Yes
আমি ফুটবল খেলতে গিয়ে পায়ে অনেক ব্যথা পাই এখন আমি ভাড়ি কিছু বহনই করতে পারি না,Yes
আমার মায়ের নিপলে ব্যথা করে ,Yes
"পিরিয়ডের সময় আমার অনেক পেট ব্যথা হয় আর অনেক রক্তক্ষরণ হয়, শরীর অনেক দূর্বল হয়ে পরে আর খাওয়ায় অরুচি আসে।",Yes
"আজকে আর আমি ধৈর্য রাখতে পারছি না, সব কিছুই এমন চলছে! সবাই শুধু আমাকে চাপ দিচ্ছে, কিন্তু আমি সহ্য করতে পারছি না। আমি বলেছি, আমাকে এমন পরিস্থিতির মধ্যে ফেলো না!",No
আমার মাথা ঘোরায় আর বমির ভাব হয়।,Yes
আমার স্কিন অনেক চুল্কায় আর ধরলে ব্যথা করে,Yes
আমার স্তনে প্রচন্ড ব্যথা করে। প্রায় এক মাস ধরে আমার স্তনে শক্ত দলার মত মনে হচ্ছে গোলাকার এবং এটা আস্তে আস্তে বড় হচ্ছে,Yes
আমার প্রচন্ড বুকে ব্যথা করে আর জোরে হাঁটতে গেলে বুক ধরফর করে,Yes
আজ একটা বড় ভুল হয়েছে | আমি খুব ক্ষুব্ধ। | এখন কিছুই ঠিক করার নেই।,No
আমার মেয়ের ডান চোখ একদম লাল হয়ে আছে আর অস্বস্তি লাগছে,Yes
আজ স্কুলে আমাদের ক্লাসে একটি দারুণ স্পোর্টস ইভেন্ট ছিল!,No
"বাজারে গিয়ে অস্বাভাবিকভাবে কিছু পণ্য উচ্চমূল্যে পাওয়া যাচ্ছে, আমার খুব রাগ হল!",No
এই পরিস্থিতি আমাকে খুবই রেগে দিয়েছে।,No
"গ্রামের পুকুরের পানি এত নোংরা হয়ে গেছে, মনটা খুব খারাপ হয়ে গেল!",No
আমার ছেলের কপালে গোটার মত বের হয়েছে,Yes
আমার সারা শরীরে পানি এসে ফুলে গিয়েছে,Yes
বন্ধুদের সঙ্গে সময় কাটানো সত্যিই দারুণ লাগে | অনেক মজা হলো,No
আমার বমি হয় আর বারবার বদহজম হচ্ছে,Yes
আমার সারা শরীরে বিচির মত গোটা উঠেছে আর এগুলো খুব চুল্কায়,Yes
আমার মায়ের স্তনের নিপলে সাদা পুঁজের মত বের হয় আর স্তনে গোল চাকার মত শক্ত হয়ে আছে,Yes
আমার বাবার গলায় ফুলে লাল হয়ে আছে। আর মারাত্মক ব্যথা করছে।,Yes
আমার স্তন শক্ত চাকার মত হয়ে আছে আর অনেক ব্যথা করে,Yes
আমার চোখ খুব ব্যথা করে,Yes
আমার খাবার চাবাতে গেলে গলা অনেক ব্যথা করে।,Yes
আমি হোচট খেয়ে পরে যাওয়াতে পায়ে অনেক ব্যথা পাই প্রায় ১ মাস হয়েছে। ঐ জায়গার ব্যথা এখনো কমে নাই আর এখনো কালচে দাগ পরে আছে,Yes
আমার মুখে রুচি নেই আর পেট ব্যথার কারণে কিছু খেতে পারছি না।,Yes
আমার নাতির মাড়ি ফুলে থাকে দাঁত ব্রাশ করতে গেলে রক্ত বের হয়,Yes
আমার প্রস্রাবের অনেক চাপ আসে কিন্তু সেই তুলনায় খুব কম প্রস্রাব হয়। আর অনেক ব্যথা করে।,Yes
আমার খুব ঘুম ঘুম লাগে কিন্তু ঠিকমত ঘুমও হয় না,Yes
আমার মায়ের চোখ থেকে অনেক ময়লা বের হয় আর একটু পর পর পানি পরে,Yes
আমার মায়ের মাড়িতে অনেক ব্যথা করে আর রক্ত বের হয়,Yes
আমার নাক বন্ধ আর সর্দির সাথে রক্ত পরে।,Yes
আমার চোখের মনির পাশে তৈলাক্ত হয়ে থাকে আর লাল রেখার মত উঠে আর চোখ অনেক চুল্কায়,Yes
আমার খুব শ্বাস কষ্ট হয়,Yes
আমার মনটা আজ খুবই অবসন্ন। সবকিছু যেন ভেঙে পড়েছে।,No
আমার মায়ের জরায়ুতে টিউমার ধরা পরেছিল। অপারেশন করার পরও আম্মুর পেট ব্যথা করে বড় দলার মত রক্ত পরে আর প্রচন্ড রক্তক্ষরণ হয়,Yes
আমি প্রকৃতির মাঝে সময় কাটাচ্ছি | খুব শান্তি পাচ্ছি। | প্রকৃতির সৌন্দর্যে মুগ্ধ হয়ে গেছি।,No
"এটা আর সহ্য করা যাচ্ছে না, আমি খুব রেগে গেছি! কেন কেউ আমার কথা শোনে না, সবাই শুধু নিজে নিজের কাজ নিয়ে ব্যস্ত।",No
"ঐতিহাসিক লালকেল্লায় আজ ঘুরে বেড়ালাম, মনে হচ্ছিল একেবারে ইতিহাসের মধ্যে প্রবাহিত হচ্ছি!",No
আমার মেয়ের চোখ হঠাৎ করে খুব ব্যথা শুরু করে দেয়,Yes
ভালোবাসার মানুষটা আমার কাছ থেকে দূরে সরে গেছে | মনটা ভেঙে গেছে। | আমি ভালোবাসা হারিয়েছি।,No
"পরিবারের সবার মুখে হাসি নেই, কিছু একটা ভুল হয়েছে, খুব খারাপ লাগছে!",No
আজ আমি কিছুটা মন খারাপ অনুভব করছি।,No
"আজকের শোটা এত মিস করা, তা দেখে সত্যিই খুব দুঃখিত লাগলো!",No
"শহরের অনেক গাছ কেটে ফেলা হচ্ছে, এটা দেখে মন খারাপ হয়ে গেল!",No
আমার মাথায় অনেক খুশকি আর অনেক চুল্কায় আর চুল অনেক রুক্ষ,Yes
আমার চোখের মনি খুব ব্যথা করছে,Yes
"আজ একটি চিঠিতে এমন কিছু লেখা ছিল, যা পড়তে আমার খুব রাগ উঠেছে!",No
দাদার দুই দিন ধরে মুখে কোনো স্বাদ নেই ,Yes
আমার বোনের নিপল অনেক চুল্কায় আর চুল্কালে লাল হয়ে থাকে পানিও বের হয়,Yes
"আজ স্কুলে সবাই মিলে একটি দারুণ গেম খেললাম, খুব মজা পেলাম!",No
"শহরের পুরনো ভবনগুলো এখন ধ্বংস হয়ে যাচ্ছে, সত্যিই খুব দুঃখিত!",No
"আজ আমাদের পরিবারের সবাই একে অপরকে ভুল বুঝেছে, আমি খুব রাগ করছি!",No
আমার পিরিয়ডের সময় প্রচন্ড পেট ব্যথা করে আর বমি হয়।,Yes
"আজকে অনেক কিছুই দুঃখজনকভাবে ঘটে গেল, আর কেউ আমার কথা শুনতেই চায় না। একবারও কি কেউ আমার অবস্থান বুঝবে না? আমি সত্যিই খুব বিরক্ত, মনে হচ্ছে কেউই আমায় সম্মান দেয় না।",No
আমার মায়ের পায়ের গোরালি অনেক ব্যথা করে আর পায়ে পানি আসে,Yes
"বাজারে আজ অনেক মজার মিষ্টি পেয়েছি, খেয়ে খুব ভালো লাগছে! বাজারে আনন্দের পরিবেশ, সব কিছুই সজীব আর উজ্জ্বল মনে হচ্ছে।",No
"আমার মায়ের অনেক মাথা ব্যথা করে। ঘাড় ব্যথা করে, শ্বাসকষ্ট হয়।",Yes
আমি একটা নতুন খাবার খাচ্ছি | খুব সুস্বাদু লাগছে।,No
"তুমি যখন আমার কাছ থেকে দূরে চলে গেলে, তখন থেকেই আমি অনুভব করছি, কিছু একটা হারিয়ে গেছে। তোমার অনুপস্থিতি আমাকে এক অদ্ভুত শূন্যতায় ভরিয়ে দিয়েছে। তোমার হাসি আর তোমার কথা গুলো এখন আর আমার কাছে পৌঁছায় না, আর সেই কারণেই আমি অনেকটা বিষণ্ন।",No
আজকের দিনটা আমার জন্য খুবই আনন্দময়। সবকিছু যেন ঠিকঠাক হয়ে যাচ্ছে।,No
আজ আমি খুবই রাগান্বিত। সবকিছু যেন ভেঙে পড়েছে।,No
"নদীটি এত দূষিত হয়ে গেছে, আমি সত্যিই ক্ষিপ্ত!",No
আমার অনেক অস্থিরতা কাজ করে আর অনেক চিন্তা করি। তখন আমার প্রচন্ড ঘাম হয় আর আমার গলা শুকিয়ে যায়।,Yes
আজ নতুন কিছু আঁকলাম | খুব তৃপ্তি লাগছে,No
আমার বাবা ছোটো কোনো লিখা পড়তে গেলে ওনার মাথা ব্যথা করে,Yes
আমার মনটা আজ খুবই অস্থির।,No
